word,frequency
pleasure principle,1.3800000000000001e-06
pleat,1.55e-06
plebe,7.59e-07
plebeian,2.75e-06
plebiscite,5.75e-06
plebs,4.17e-06
plectognath,0.0
plectron,0.0
plectrum,7.41e-07
pled,5.37e-06
pledge,0.0001
pledgee,1.12e-07
pledget,2.34e-07
pleiad,1.2e-07
plein-air,2.69e-08
plenary,1.26e-05
plenipotent,0.0
plenipotentiary,4.27e-06
plenish,0.0
plenitude,8.32e-07
plenteous,2.51e-07
plentiful,2.29e-05
plenty,0.0005250000000000001
plenum,6.03e-06
pleo-,1.35e-09
pleochroism,1.05e-07
pleomorphism,1.62e-07
pleonasm,1.9499999999999999e-07
pleopod,0.0
plesiosaur,3.63e-07
plessor,0.0
plethora,1.74e-05
plethoric,1.0699999999999999e-07
pleura,8.32e-07
pleurisy,1.1199999999999999e-06
pleurisy root,1.1200000000000001e-08
pleuro-,0.0
pleurodynia,0.0
pleuron,1.12e-07
pleuropneumonia,1.0999999999999999e-07
plexiform,3.02e-07
plexor,0.0
plexus,6.17e-06
pliable,4.3700000000000005e-06
pliant,1.48e-06
plica,3.09e-07
plicate,2.34e-07
plication,1.91e-07
plier,4.57e-07
pliers,7.94e-06
plight,2.88e-05
plimsoll,6.31e-07
plinth,3.98e-06
plio-,4.27e-09
ploce,0.0
plod,1.86e-06
plonk,1.41e-06
plop,4.07e-06
plosion,1.55e-07
plosive,4.68e-07
plot,0.00038
plotter,2.88e-06
plough,1.23e-05
ploughboy,1.26e-07
ploughman,6.92e-07
ploughshare,3.55e-07
plover,3.4700000000000002e-06
plow,1.62e-05
plowboy,1.3200000000000002e-07
plowman,1.66e-06
plowshare,2.95e-07
ploy,1.66e-05
pluck,1.35e-05
pluck up,1.35e-07
pluckless,0.0
plucky,4.17e-06
plug,0.000138
plug in,1.3800000000000001e-06
plug-ugly,9.05e-07
plugboard,1.23e-07
plum,3.5499999999999996e-05
plum pudding,1.9e-07
plumage,8.71e-06
plumate,0.0
plumb,8.32e-06
plumb bob,8.16e-08
plumb line,8.3e-08
plumb rule,8.24e-08
plumbaginaceous,0.0
plumbago,3.55e-07
plumber,2.29e-05
plumbery,0.0
plumbic,0.0
plumbiferous,0.0
plumbing,3.89e-05
plumbism,0.0
plumbum,1.74e-07
plumcot,0.0
plume,1.55e-05
plummet,7.08e-06
plummy,5.13e-07
plumose,1.35e-07
plump,1.55e-05
plumper,1.38e-06
plumule,0.0
plumy,0.0
plunder,1.26e-05
plunge,3.09e-05
plunge bath,2.7800000000000003e-07
plunger,8.32e-06
plunging fire,1.1400000000000001e-07
plunk,1.29e-06
pluperfect,6.61e-07
plur.,9.55e-07
plural,3.5499999999999996e-05
plural voting,3.27e-07
pluralism,7.94e-06
plurality,2.63e-05
pluralize,2.75e-07
pluri-,0.0
plus,0.000891
plus fours,1.7000000000000001e-07
plush,2.14e-05
plutocracy,1.7399999999999999e-06
plutocrat,6.17e-07
pluton,1.02e-06
plutonic,1.0500000000000001e-06
plutonium,1.74e-05
pluvial,3.39e-07
pluviometer,0.0
pluvious,0.0
ply,1.41e-05
plywood,1.95e-05
pm.,0.00049
pneuma,1.0500000000000001e-06
pneumatic,1.2899999999999998e-05
pneumatic trough,8.71e-08
pneumatics,1e-06
pneumato-,0.0
pneumatograph,0.0
pneumatology,2.4e-07
pneumatometer,0.0
pneumatophore,0.0
pneumectomy,0.0
pneumo-,3.8e-09
pneumococcus,2.69e-07
pneumoconiosis,4.68e-07
pneumodynamics,0.0
pneumoencephalogram,0.0
pneumogastric,0.0
pneumograph,0.0
pneumonectomy,1.66e-07
pneumonia,5.4999999999999995e-05
pneumonic,1.17e-06
pneumonic plague,1.1600000000000001e-08
pneumonoultramicroscopicsilicovolcanoconiosis,0.0
pneumothorax,2.34e-06
poaceous,0.0
poach,4.79e-06
poacher,3.8e-06
poachy,0.0
pochard,3.55e-07
pock,1.55e-06
pocked,6.76e-07
pocket,0.00030199999999999997
pocket battleship,1.35e-07
pocket billiards,6.76e-08
pocket borough,5.52e-07
pocket gopher,7.24e-08
pocket money,2.82e-06
pocket mouse,1.2200000000000002e-06
pocket veto,3.89e-07
pocketbook,4.5699999999999994e-06
pocketful,1.0500000000000001e-06
pocketknife,8.51e-07
pockmark,1.66e-07
pocky,1.0500000000000001e-06
poco,3.8e-06
poco a poco,1.9e-08
pocosin,0.0
pod,5.13e-05
podagra,0.0
poddy,1.17e-07
podesta,8.13e-06
podgy,4.47e-07
podiatry,1.55e-06
podite,0.0
podium,4.2699999999999994e-05
podophyllin,0.0
poem,0.000178
poesy,4.57e-07
poet,0.000162
poet laureate,1.5100000000000002e-07
poet.,0.000162
poetaster,0.0
poetess,1.02e-06
poetic justice,4.6500000000000005e-07
poetic license,4.27e-07
poeticize,0.0
poetics,6.61e-06
poetize,0.0
poetry,0.00025100000000000003
pogey,0.0
pogge,3.02e-07
pogonia,0.0
pogrom,2.51e-06
pogy,0.0
poi,6.76e-06
poignant,1.8599999999999998e-05
poikilothermic,0.0
poilu,1.9499999999999999e-07
poinciana,4.47e-07
poinsettia,1.3199999999999999e-06
point,0.00347
point d'appui,1.55e-09
point duty,4.47e-06
point group,1.7899999999999998e-05
point lace,6.48e-07
point of articulation,1.23e-07
point of departure,1.5800000000000001e-06
point of honor,4.28e-06
point of order,1.62e-05
point of view,1.0700000000000001e-05
point out,3.03e-05
point source,1e-05
point system,1.77e-05
point up,3.0400000000000004e-05
point-blank,1.33e-06
point-device,4.12e-06
point-set topology,1.5700000000000002e-07
point-to-point,1.72e-05
pointed,0.000288
pointed arch,7.68e-07
pointer,4.17e-05
pointillism,6.03e-07
pointing,0.00015800000000000002
pointless,7.59e-05
pointsman,0.0
poise,1.1e-05
poised,2.69e-05
poison,0.00012
poison dogwood,3.52e-08
poison gas,1.08e-06
poison hemlock,6.83e-08
poison ivy,4.33e-07
poison oak,6.7e-07
poison sumac,2.15e-08
poison-pen letter,7.350000000000001e-07
poisoning,6.92e-05
poisonous,3.7199999999999996e-05
poke,3.98e-05
pokeberry,0.0
pokelogan,0.0
poker,9.33e-05
poker dice,3.56e-07
pokeweed,2.82e-07
pokey,3.4700000000000002e-06
poky,7.76e-07
pol.,2.69e-05
polacca,1.2e-07
polacre,0.0
polar,9.120000000000001e-05
polar axis,4.870000000000001e-07
polar bear,7.740000000000001e-07
polar coordinates,3.83e-07
polar distance,8.080000000000001e-07
polar equation,4.870000000000001e-07
polar front,8.7e-07
polar lights,7.54e-07
polarimeter,2.45e-07
polariscope,0.0
polarity,1.15e-05
polarization,1.82e-05
polarize,1.7800000000000001e-06
polarizing microscope,6.950000000000001e-08
polder,7.08e-07
pole,0.00017
pole horse,1.3100000000000002e-06
pole vault,5.41e-07
poleax,0.0
poleaxe,1.38e-07
polecat,1.02e-06
polemic,4.3700000000000005e-06
polemics,2.45e-06
polemist,0.0
polemoniaceous,0.0
polenta,3.39e-06
polestar,1e-06
poleyn,0.0
police,0.00214
police action,9.71e-06
police car,1.22e-05
police court,1.17e-05
police dog,7.92e-06
police officer,7.14e-06
police state,1.58e-05
police station,6.920000000000001e-06
policeman,5.4999999999999995e-05
policewoman,3.4700000000000002e-06
policlinic,0.0
policy,0.00148
policy loan,3.62e-06
policyholder,2.88e-06
polio,1.8599999999999998e-05
poliomyelitis,1.0500000000000001e-06
polis,5.5e-06
polish,0.000195
polish off,1.91e-06
polish up,1.93e-06
polished,5.75e-05
polit.,1.41e-06
polite,8.32e-05
politesse,2.1900000000000002e-07
politic,6.17e-06
political,0.00195
political economy,5.37e-06
political science,7.870000000000001e-06
politician,0.000145
politicize,1.7399999999999999e-06
politick,2e-07
politicking,2.1400000000000003e-06
politico,1.45e-05
politico-,1.4500000000000001e-07
politics,0.000741
polity,7.589999999999999e-06
polka,1.5799999999999998e-05
polka dot,1.3900000000000001e-07
poll,0.000224
poll tax,1.93e-06
pollack,7.08e-06
pollard,1.7e-05
polled,1.7e-05
pollen,2.9500000000000002e-05
pollen basket,2.36e-07
pollen count,2.8300000000000003e-07
pollinate,2.6899999999999997e-06
pollination,9.55e-06
polling booth,4.4e-07
polling place,6.67e-07
pollinize,0.0
pollinosis,0.0
polliwog,0.0
pollock,1.7e-05
pollster,2.9499999999999997e-06
pollute,7.24e-06
polluted,2.09e-05
pollywog,1.3200000000000002e-07
polo,5.89e-05
polo pony,3.0800000000000006e-07
polo shirt,5.17e-07
polonaise,8.129999999999999e-07
polonium,2.9499999999999997e-06
poltergeist,3.72e-06
poltroon,2.24e-07
poltroonery,0.0
poly-,4.37e-07
polyadelphous,0.0
polyamide,1.38e-06
polyandrist,0.0
polyandrous,2.45e-07
polyandry,9.55e-07
polyanthus,2.24e-07
polybasite,0.0
polychaete,4.9e-07
polychasium,0.0
polychromatic,7.24e-07
polychrome,1.82e-06
polychromy,1.7000000000000001e-07
polyclinic,9.77e-07
polyconic projection,0.0
polycotyledon,0.0
polycythemia,5.62e-07
polydactyl,2.34e-07
polydipsia,2.75e-07
polyester,1.2899999999999998e-05
polyethylene,9.33e-06
polygamist,1.66e-06
polygamous,3.39e-06
polygamy,1.17e-05
polygenesis,0.0
polyglot,2.4e-06
polygon,1.1e-05
polygraph,6.03e-06
polygynist,0.0
polygynous,4.37e-07
polygyny,9.77e-07
polyhedron,1.15e-06
polyhistor,0.0
polyhydric,0.0
polyhydroxy,1.0699999999999999e-07
polymath,1.51e-06
polymer,4.37e-05
polymeric,4.5699999999999994e-06
polymerism,0.0
polymerization,7.08e-06
polymerize,4.68e-07
polymerous,0.0
polymorphism,5.25e-06
polymorphonuclear,2.45e-07
polymorphous,3.72e-07
polymyxin,3.02e-07
polyneuritis,0.0
polynomial,1.2899999999999998e-05
polynuclear,1.51e-07
polyp,2.45e-06
polypary,0.0
polypeptide,3.98e-06
polypetalous,0.0
polyphagia,0.0
polyphone,0.0
polyphonic,2.57e-06
polyphonic prose,2.45e-08
polyphony,2.04e-06
polyphyletic,2.0899999999999998e-07
polyploid,4.68e-07
polypody,0.0
polypoid,1.38e-07
polypropylene,4.9e-06
polyptych,1.74e-07
polypus,0.0
polysaccharide,1.86e-06
polysemy,3.8e-07
polysepalous,0.0
polystyrene,6.31e-06
polysyllabic,6.03e-07
polysyllable,0.0
polysyndeton,0.0
polysynthetic,2.57e-07
polytechnic,1.51e-05
polytheism,2e-06
polythene,1.4499999999999999e-06
polytonality,0.0
polytrophic,0.0
polytypic,0.0
polyunsaturated,2.88e-06
polyurethane,5.75e-06
polyvalent,6.17e-07
polyvinyl,2.9499999999999997e-06
polyvinyl acetate,2.4400000000000003e-08
polyvinyl chloride,2.6300000000000004e-08
polyvinyl resin,2.75e-08
polyvinylidene chloride,2.4900000000000003e-09
polyzoan,0.0
polyzoarium,0.0
polyzoic,0.0
pom-pom,7.4e-08
pomace,6.459999999999999e-07
pomade,1.91e-06
pomander,1.91e-07
pomatum,0.0
pome,4.07e-07
pomegranate,8.51e-06
pomelo,6.17e-07
pomfret,1.7800000000000001e-06
pomiculture,0.0
pomiferous,0.0
pommel,2.9499999999999997e-06
pomology,1.51e-07
pomp,8.910000000000001e-06
pompadour,2.1400000000000003e-06
pompano,2.45e-06
pompon,4.37e-07
pomposity,1.1e-06
pompous,1.15e-05
ponce,7.76e-06
ponceau,2.57e-07
poncho,6.17e-06
pond,9.55e-05
pond lily,4.61e-07
pond scum,3.3400000000000005e-07
ponder,2.2400000000000002e-05
ponderable,1.29e-07
ponderous,2.9499999999999997e-06
pondweed,2.57e-07
pone,1.4499999999999999e-06
pongee,1.2e-07
pongid,0.0
poniard,1.3200000000000002e-07
pons,4.27e-06
pons Varolii,0.0
pons asinorum,0.0
pontifex,1.51e-06
pontiff,6.31e-06
pontifical,4.79e-06
pontificals,0.0
pontificate,3.24e-06
pontine,8.71e-07
pontonier,0.0
pontoon,5.25e-06
pontoon bridge,5.2e-08
pony,6.46e-05
pony express,5.69e-07
ponytail,1.17e-05
pooch,9.33e-06
pood,2.1900000000000002e-07
poodle,1.05e-05
pooh,1.95e-05
pooh-pooh,9.75e-08
pooka,5.37e-07
pool,0.000468
pool hall,2.87e-06
pool table,3.3000000000000006e-06
poolroom,2.51e-07
poon,3.8e-06
poop,4.57e-05
poop deck,3.8800000000000003e-07
poor,0.0012300000000000002
poor boy,6.72e-06
poor law,8.62e-06
poorhouse,1.4499999999999999e-06
poorly,0.000126
pop,0.000741
pop art,5.37e-06
pop off,6.820000000000001e-06
pop-up,7.2000000000000005e-06
popcorn,5.3700000000000004e-05
pope,0.00024
pope's nose,1.13e-07
popedom,0.0
popery,7.41e-07
popeyed,0.0
popgun,2.63e-07
popinjay,3.47e-07
popish,1.17e-06
poplar,1.17e-05
poplin,8.71e-07
popliteal,7.08e-07
popover,3.63e-07
poppied,0.0
popping crease,1.5700000000000002e-07
popple,4.68e-07
poppy,3.89e-05
poppy seed,3.3400000000000005e-07
poppycock,8.129999999999999e-07
poppyhead,0.0
pops,8.71e-05
populace,2.1900000000000004e-05
popular,0.00117
popular etymology,8.65e-08
popular front,7.270000000000001e-06
popular music,8.670000000000002e-06
popular song,7.14e-06
popular sovereignty,6.82e-07
popularity,0.000174
popularize,2.88e-06
popularly,1.51e-05
populate,7.41e-06
population,0.00102
population explosion,1.43e-06
populous,2.57e-05
porbeagle,1.86e-07
porcelain,3.63e-05
porcelain clay,3.06e-07
porch,7.08e-05
porcine,3.02e-06
porcupine,7.589999999999999e-06
pore,1.91e-05
porgy,1.7800000000000001e-06
poriferous,0.0
porism,0.0
pork,0.000107
pork barrel,6.210000000000001e-07
pork pie,6.330000000000001e-07
porker,5.89e-07
porkpie,2.57e-07
porky,4.68e-06
pornocracy,0.0
pornography,4.57e-05
porosity,5.01e-06
porous,2.34e-05
porphyria,1.2e-06
porphyrin,7.939999999999999e-07
porphyritic,4.47e-07
porphyroid,0.0
porphyry,2.1899999999999998e-06
porpoise,3.63e-06
porridge,1.2899999999999998e-05
porringer,1.23e-07
port,0.0005369999999999999
port of call,4.6e-06
port of entry,2.5e-06
portable,9.33e-05
portage,9.999999999999999e-06
portal,0.0001
portal vein,3.7100000000000003e-07
portal-to-portal,5.000000000000001e-07
portal-to-portal pay,4.9e-07
portamento,2.4e-07
portative,0.0
portcullis,1.4499999999999999e-06
porte cochere,3.23e-09
porte-cochere,3.23e-09
porte-monnaie,4.73e-09
portend,1.38e-06
portent,2e-06
portentous,1.38e-06
porter,9.55e-05
porterage,1.35e-07
porterhouse,1.1199999999999999e-06
portfire,0.0
portfolio,0.000141
porthole,1.91e-06
portico,5.5e-06
portiere,1.1500000000000001e-07
portion,0.000339
portly,2.6300000000000002e-06
portmanteau,3.63e-06
portmanteau word,3.62e-08
portrait,0.000166
portraitist,6.76e-07
portraiture,6.76e-06
portray,4.2699999999999994e-05
portulaca,2.57e-07
pos.,5.0100000000000005e-05
posada,2.1899999999999998e-06
pose,0.000126
poser,4.68e-06
poseur,7.08e-07
posh,2.51e-05
posit,5.75e-06
position,0.0016200000000000001
position line,1.06e-05
positive,0.000977
positive electricity,2.11e-06
positive feedback,1.7200000000000003e-06
positively,7.76e-05
positivism,2.57e-06
positron,4.3700000000000005e-06
positronium,2.24e-07
posology,0.0
poss.,2.88e-06
posse,1.51e-05
posse comitatus,1e-08
possess,0.00010499999999999999
possessed,7.08e-05
possession,0.00024
possessive,1.48e-05
possessory,3.8e-07
posset,3.98e-07
possibility,0.00038
possible,0.00229
possibly,0.000589
possie,0.0
possum,8.71e-06
post,0.0026899999999999997
post chaise,4.36e-08
post exchange,5.6100000000000005e-06
post hoc,2.6e-07
post horn,1.3100000000000002e-06
post house,1.77e-05
post meridiem,1.35e-09
post office,1.3e-05
post road,1.06e-05
post-,2.69e-05
post-bellum,1.86e-08
post-free,1.65e-05
post-horse,4.74e-06
post-obit,2.57e-08
postage,3.24e-05
postage stamp,2.5900000000000003e-07
postal,8.71e-05
postal card,8.070000000000001e-07
postal order,8.470000000000001e-07
postaxial,0.0
postbox,7.939999999999999e-07
postboy,0.0
postcard,2.7499999999999998e-05
postconsonantal,0.0
postdate,2.82e-07
postdiluvian,0.0
postdoctoral,1.35e-05
poste restante,2.1500000000000002e-09
poster,0.000155
posterior,2.69e-05
posterity,9.33e-06
postern,6.17e-07
postexilian,0.0
postfix,7.08e-07
postglacial,2.63e-07
postgraduate,1.91e-05
posthaste,4.07e-07
posthumous,9.33e-06
posthypnotic suggestion,1.35e-09
postiche,0.0
posticous,0.0
postilion,1.12e-07
postimpressionism,0.0
posting,0.000245
postliminy,0.0
postlude,2.63e-07
postman,1.26e-05
postmark,2.1400000000000003e-06
postmaster,1.38e-05
postmaster general,1.37e-07
postmeridian,0.0
postmillennialism,0.0
postmistress,5.89e-07
postmortem,5.6199999999999996e-06
postmortem examination,5.45e-08
postnasal,1.55e-07
postnatal,4.47e-06
postoperative,5.25e-06
postorbital,4.68e-07
postpaid,2.34e-06
postpone,3.02e-05
postpositive,1.05e-07
postprandial,8.71e-07
postremogeniture,0.0
postrider,0.0
postscript,5.6199999999999996e-06
postulant,3.63e-07
postulate,3.98e-06
posture,4.47e-05
posturize,0.0
postwar,2.57e-05
posy,1.5800000000000001e-06
pot,0.00025100000000000003
pot cheese,1.5e-06
pot liquor,7.27e-07
pot marigold,5.5e-08
pot roast,5.720000000000001e-07
pot shot,2.1800000000000003e-06
pot-au-feu,4.3e-08
pot-valiant,1.89e-07
pot.,0.00025100000000000003
potable,6.76e-06
potage,2.95e-07
potamic,0.0
potash,6.460000000000001e-06
potash alum,4.74e-08
potassium,3.8e-05
potassium carbonate,1.1599999999999999e-07
potassium chlorate,1.09e-08
potassium cyanide,1.1900000000000001e-07
potassium ferricyanide,1.8100000000000002e-09
potassium ferrocyanide,2.7300000000000003e-09
potassium hydroxide,6.7e-08
potassium nitrate,1.21e-07
potassium permanganate,8.33e-09
potation,0.0
potato,0.000129
potato beetle,2.68e-07
potato bug,7.110000000000001e-07
potato chip,7.900000000000001e-07
potato crisp,3.61e-07
potato race,1.1600000000000001e-06
potbellied,5.009999999999999e-07
potbelly,1e-06
potboiler,4.27e-07
potboy,0.0
poteen,1.23e-07
potence,1.5799999999999999e-07
potency,1.8599999999999998e-05
potent,5.4999999999999995e-05
potentate,8.71e-07
potential,0.00102
potential difference,5.12e-06
potential divider,6.419999999999999e-08
potential energy,6.39e-06
potentiality,1.55e-06
potentiate,7.59e-07
potentilla,4.37e-07
potentiometer,1.38e-06
potful,1.02e-07
pothead,2.04e-06
potheen,0.0
pother,1.5799999999999999e-07
potherb,0.0
pothole,5.13e-06
pothook,0.0
pothouse,0.0
pothunter,0.0
potiche,0.0
potion,2.09e-05
potluck,3.4700000000000002e-06
potman,0.0
potoroo,0.0
potpie,1.62e-07
potpourri,2.45e-06
potsherd,1.51e-07
potshot,4.57e-07
pottage,6.17e-07
potted,8.71e-06
potter,0.000129
potter wasp,1.91e-07
potter's field,7.21e-08
potter's wheel,7.080000000000001e-08
pottery,5.0100000000000005e-05
pottle,3.89e-07
potto,3.09e-07
potty,1.82e-05
pou sto,2.2400000000000002e-08
pouch,2.69e-05
pouched,4.79e-07
pouched rat,4.77e-09
pouf,7.59e-07
poulard,0.0
poult,1.78e-07
poulterer,0.0
poultice,1.51e-06
poultry,3.4699999999999996e-05
poultryman,0.0
pounce,9.33e-06
pouncet box,0.0
pound,0.00020899999999999998
pound cake,1.2900000000000001e-06
pound net,1.53e-06
pound-foolish,5.660000000000001e-07
poundage,7.08e-07
poundal,0.0
pour,0.000126
pourboire,0.0
pourparler,0.0
pourpoint,0.0
poussette,0.0
pout,6.76e-06
pouter,1.74e-07
poverty,0.000288
poverty-stricken,2.97e-07
pow,2.7499999999999998e-05
powder,0.000178
powder blue,1.57e-06
powder burn,1.17e-06
powder charge,1.52e-06
powder flask,1.46e-07
powder horn,7.77e-07
powder keg,1.1e-07
powder metallurgy,8.3e-08
powder mill,1.0200000000000002e-06
powder monkey,7.070000000000001e-07
powder puff,2.96e-07
powder room,1.6600000000000002e-06
powder snow,1.28e-06
powdered milk,1.95e-07
powdery,5.8899999999999995e-06
power,0.0033100000000000004
power amplifier,2.79e-07
power brake,8.68e-07
power dive,1.2700000000000001e-06
power drill,1.19e-06
power line,1.6000000000000003e-05
power loading,1.21e-06
power of appointment,2.82e-06
power of attorney,4.26e-06
power pack,4.0200000000000005e-06
power plant,6.29e-06
power politics,6.0600000000000004e-06
power saw,1.3200000000000002e-05
power series,1.34e-05
power station,7.820000000000001e-06
power steering,8.300000000000001e-07
power structure,5.72e-06
power supply,5.4e-06
power-dive,1.2700000000000001e-06
powerboat,1.48e-06
powered,0.000178
powerful,0.000708
powerhouse,2.7499999999999998e-05
powerless,3.09e-05
powwow,1.86e-06
pox,1.02e-05
pp.,0.00024
ppd.,5.5e-06
ppm,1.41e-05
pr.,0.000155
practicable,6.92e-06
practical,0.00030199999999999997
practical joke,1.85e-06
practical nurse,1.37e-06
practically,0.000155
practice,0.00115
practice teacher,4.57e-06
practiced,6.610000000000001e-05
practise,3.31e-05
practitioner,4.2699999999999994e-05
prae-,4.5700000000000006e-09
praedial,0.0
praefect,0.0
praemunire,0.0
praenomen,1.62e-07
praetor,2.09e-06
praetorian,2.2399999999999997e-06
pragmatic,3.09e-05
pragmatic sanction,1.4400000000000002e-07
pragmaticism,0.0
pragmatics,1.86e-06
pragmatism,9.33e-06
pragmatist,3.02e-06
prairie,5.0100000000000005e-05
prairie breaker,2.22e-07
prairie chicken,4.4800000000000004e-07
prairie dog,4.82e-07
prairie oyster,2.05e-07
prairie schooner,8.83e-08
prairie wolf,4.1e-07
praise,0.00020400000000000003
praiseworthy,2.88e-06
prajna,4.1700000000000004e-07
praline,1.38e-06
pralltriller,0.0
pram,5.8899999999999995e-06
prana,2e-06
prance,2.45e-06
prandial,3.89e-07
prang,1.2599999999999998e-06
prank,5.0100000000000005e-05
prankster,4.9e-06
prase,1.02e-07
praseodymium,3.55e-07
prat,3.89e-06
prate,3.31e-07
pratfall,3.02e-07
pratincole,0.0
pratique,9.119999999999999e-07
prattle,1.51e-06
prau,0.0
prawn,7.41e-06
praxis,7.76e-06
pray,0.00025100000000000003
prayer,0.000263
prayer beads,4.1300000000000006e-07
prayer book,2.4000000000000003e-06
prayer meeting,2.2200000000000003e-06
prayer rug,4.380000000000001e-07
prayer shawl,1.4e-07
prayer wheel,1.44e-06
prayerful,2e-06
praying mantis,1.1400000000000001e-07
pre-,8.91e-06
pre-Socratic,3.7e-08
preach,4.9e-05
preacher,4.79e-05
preachment,0.0
preachy,2.4e-06
preadamite,0.0
preamble,7.41e-06
preamplifier,9.119999999999999e-07
prearrange,0.0
prebend,1e-06
prebendary,1.15e-06
precancel,0.0
precarious,1.8599999999999998e-05
precast,3.24e-06
precatory,0.0
precaution,2.51e-05
precautionary,9.77e-06
precautious,1.38e-07
precede,7.24e-06
precedence,2.14e-05
precedency,0.0
precedent,6.03e-05
precedential,3.89e-07
preceding,5.4999999999999995e-05
precentor,5.37e-07
precept,3.8e-06
preceptive,0.0
preceptor,1.95e-06
preceptory,1.55e-07
precess,2.69e-07
precession,2.75e-06
precessional,1.86e-07
precinct,4.07e-05
precincts,1.2e-05
preciosity,0.0
precious,0.000214
precious stone,1.6e-06
precipice,5.75e-06
precipitancy,0.0
precipitant,1.7000000000000001e-07
precipitate,6.03e-06
precipitation,4.37e-05
precipitation hardening,7.980000000000001e-08
precipitin,0.0
precipitous,3.8e-06
precis,1.2599999999999998e-06
precise,0.000135
precisian,0.0
precision,0.00010200000000000001
preclinical,4.07e-06
preclude,1.07e-05
precocious,7.24e-06
precocity,4.1700000000000004e-07
precognition,1.3199999999999999e-06
preconceive,0.0
preconception,1.29e-06
preconcert,0.0
preconcerted,0.0
precondemn,0.0
precondition,4.27e-06
preconize,0.0
preconscious,2e-07
precontract,0.0
precritical,0.0
precursor,2.7499999999999998e-05
precursory,3.24e-07
pred.,1.62e-06
predacious,1.62e-07
predate,3.89e-06
predation,7.94e-06
predator,5.13e-05
predatory,2.45e-05
predecease,1.38e-07
predecessor,6.610000000000001e-05
predella,2.75e-07
predesignate,0.0
predestinarian,1.0999999999999999e-07
predestinate,1.35e-07
predestination,3.24e-06
predestine,0.0
predetermine,4.79e-07
predial,0.0
predicable,5.37e-07
predicament,1.91e-05
predicant,0.0
predicate,7.08e-06
predicate calculus,6.01e-08
predicative,7.76e-07
predict,0.00012
prediction,9.120000000000001e-05
predictor,1.32e-05
predictory,0.0
predigest,0.0
predigestion,0.0
predikant,0.0
predilection,3.3099999999999996e-06
predispose,1.91e-06
predisposition,6.61e-06
predominance,3.55e-06
predominant,1.91e-05
predominate,3.89e-06
preemie,1.15e-06
preeminence,1.3199999999999999e-06
preeminent,6.17e-06
preempt,2.75e-06
preemption,2.1400000000000003e-06
preen,1.4499999999999999e-06
preengage,0.0
preestablish,0.0
preexist,0.0
pref.,2.34e-06
prefab,2.1899999999999998e-06
prefabricate,0.0
preface,2.45e-05
prefatory,7.24e-07
prefect,1.23e-05
prefecture,1.48e-05
prefer,0.00037200000000000004
preferable,2.7499999999999998e-05
preference,0.000129
preference share,1.19e-06
preferential,1.62e-05
preferential shop,1.59e-07
preferential voting,1.5600000000000002e-07
preferment,1.2599999999999998e-06
preferred stock,1.77e-06
prefiguration,1.62e-07
prefigure,3.72e-07
prefix,1.7e-05
preform,3.1600000000000002e-06
prefrontal,6.61e-06
prefrontal lobotomy,2.01e-08
preglacial,0.0
pregnable,0.0
pregnancy,0.000214
pregnant,0.00036300000000000004
preheat,7.94e-06
prehensible,0.0
prehensile,1.29e-06
prehension,2.34e-07
prehistoric,2.63e-05
prehistory,5.6199999999999996e-06
prehuman,1.26e-07
preindicate,0.0
preinstruct,0.0
prejudge,1.1199999999999999e-06
prejudice,6.170000000000001e-05
prejudicial,5.01e-06
prelacy,2.57e-07
prelate,4.47e-06
prelatism,0.0
prelature,1.0999999999999999e-07
prelect,0.0
prelim.,3.1600000000000002e-06
preliminaries,5.01e-06
preliminary,0.000145
prelude,1.9999999999999998e-05
prelusive,0.0
prem.,1.91e-05
premarital,5.5e-06
premature,5.0100000000000005e-05
premature beat,4.78e-07
premaxilla,3.31e-07
premed,1.41e-06
premedical,3.98e-07
premeditate,1.8200000000000002e-07
premeditation,2.57e-06
premier,0.00036300000000000004
premiere,0.000145
premiership,4.07e-05
premillenarian,0.0
premillennial,2.45e-07
premillennialism,2.0899999999999998e-07
premise,6.610000000000001e-05
premises,0.00010499999999999999
premium,0.000214
premolar,8.129999999999999e-07
premonish,0.0
premonition,4.47e-06
premonitory,3.63e-07
premundane,0.0
prenatal,1.45e-05
prenomen,0.0
prenotion,0.0
prentice,1.38e-05
preoccupancy,0.0
preoccupation,7.41e-06
preoccupied,1.82e-05
preoccupy,6.76e-07
preordain,0.0
prep.,8.71e-05
preparation,0.00020899999999999998
preparative,5.009999999999999e-07
preparator,2.57e-07
preparatory,2.7499999999999998e-05
preparatory school,2.74e-07
prepare,0.000355
prepared,0.00055
preparedness,2.09e-05
prepay,1.6999999999999998e-06
prepense,0.0
preponderance,5.01e-06
preponderant,6.76e-07
preponderate,1.62e-07
preposition,4.17e-06
prepositional phrase,1.4700000000000001e-08
prepositive,0.0
prepositor,0.0
prepossess,0.0
prepossessing,4.1700000000000004e-07
prepossession,0.0
preposterous,1.35e-05
prepotency,0.0
prepotent,1.48e-07
preprandial,0.0
prepuce,5.250000000000001e-07
prerecord,1.4500000000000001e-07
prerequisite,1.74e-05
prerogative,1.2e-05
pres.,3.98e-05
presa,6.31e-07
presage,1.55e-06
presbyopia,5.62e-07
presbyter,1.2e-06
presbyterate,0.0
presbyterial,1.0699999999999999e-07
presbyterian,3.98e-05
presbytery,6.17e-06
preschool,3.24e-05
prescience,1.2599999999999998e-06
prescind,0.0
